"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","PD0","THALF KOUT","EMAX","EC50","KTR","Additive error (log)","Proportional error","IIV(PD0)","IIV(KOUT)","IIV(EMAX)","IIV(EC50)","IIV(KTR)","SIGMA","sePD0","seTHALF KOUT","seEMAX","seEC50","seKTR","seAdditive error (log)","seProportional error","seIIV(PD0)","seIIV(KOUT)","seIIV(EMAX)","seIIV(EC50)","seIIV(KTR)","seSIGMA","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_eta5(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12","EI13"
1,1,1,1,0,1,0,0,1,0,0,0,0,NA,9.91343e+017,FOCE_I,0:05:00,302.66,11.21,418.92077916200395,3.08983,6.30142,-1.50767,1,-2.07971,0,0.40475,0.41602,0.0636904,0.359229,0,0,1,5093.28,3855.54,2899.98,NA,105731,NA,1113.91,8219.97,5007.77,36513.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.06986e-018,2.6838e-010,4.27727e-010,5.04049e-010,1.27986e-009,2.76813e-008,4.404e-008,8,NA,NA,NA,NA,NA
